,Text,oh_label,misspells_count
27,"` Changed Macedonia link to Macedon; ancients didn't call their land Macedonia, and the entry we have on ``Macedonia`` isn't useful for Alexander. Should probably have an article on Macedon, and take the one sentence about Alexander out of Macedonia, maybe with a ``see also.``   I don't particularly have a problem with Macedon/Macedonia, but don't the naming conventions suggest that articles be named based on their most popular usage, rather than their most correct usage (if there's a difference)?  Perhaps using Macedonia to refer to recent history and Macedon for ancient history would work (with ``see also`` back and forth)?  Blain   My native language is Greek and I can assure you that Macedon and Macedonia is the same thing. Macedonia is the ``modern`` way to say Macedon. Maybe you should change back the link to Macedonia from Macedon. If the article about Macedonia is not informative enough you could always change it.   Just a note about the relationship between Aristotle and Alexander. Those two were two different personalities and they used to clash a lot but Alexander did something that makes me wanter if their relationship was as bad as people think today. While he was invading Asia he would send to his teacher all new and interesting animals that he would incounter in his expedition because he knew that old Aristotle was almost obsessed with the classification of things. The result was that Aristotle formed a kind of a zoo back in Macedonia from the gifts of his student. Now, if young Alexander was so sick of his teacher why did he bother?    Good point.  I think Alexander was complicated enough that trying to determine who he liked and who he didn't (and which was safer) isn't all that easy.  He was known to treat his enemies rather well and to kill his friends when they ticked him off.  I think he might have respected Aristotle and just not wanted to spend time around him anymore.  Just a thought  Blain   The most recent edits to this article are very strange. Why change Egypt to ``Pgypt``??  Why delete the paragraphs that were deleted? Can someone give me a reality check on this? `",0.0,0.0014084507042253522
28,"`   :Incidentally, re naming conventions: the only convention I know of that would be relevent here is Wikipedia:Naming conventions (common names), which states ``Use the most common name of a person or thing that does not conflict with the names of other people or things.```",0.0,0.0036231884057971015
29,"`I removed ``from scratch``. In addition to your reasons, it just looks better without it.  02:04 Oct 14, 2002 (UTC)  `",0.0,0.0
30,"  ::I disagree. I would leave it out of the introductory part, since its population (which changes every census) is not nearly as fundamental as the fact that it is in a particular state, its county seat is whatever it is, andstuff like that. Also, if Wikipedia survives till 2010, someone will have to be careful to change it in both places!  BRG  ",0.0,0.0057306590257879654
31,"`  :::: You're onto something important, there. Even the liturgical renewal movement seems to have aesthetics and drama at the center of why traditional forms need to be recovered.  From bible-belt Passion plays to [ Hell House ], there is a definite tie-in with theater in modern ideas of ``church``.  I've visited evangelical churches that have nothing recognizably churchy about them - pure entertainment (movies, football games, mime, concerts, just about anything but rites or sermons) - and it's quite intentional; and I've heard that similar things are happening in trendy Roman catholic churches although I have no experience with that.  Personally, it's repugnant. But, it is fact that this is happening and, it's not a fringe phenomenon. `",0.0,0.0
32,"`I posted this to  because the timeline confused me too.  Hey, I tried to clean up the timeline at Vote so it was easier to read and realized I don't know what it's a timeline of. What does it mean when you include the qualifier ``to stand for elections?`` Does that mean in addition to the right to vote? What if the qualifier says ``right to vote``? Also, what is your source? Myanmar was called Burma in 1935, and the FYR of Macedonia did not exist in 1946. I'm pretty sure Croatia, Uzbekistan, Krygyrztan and Kazakhstan did not exist at the time they're on your list as well. What are you referring to? The US is on in 1920, so you're obviously not referring to universal suffrage. You need to explain exactly what this list is talking about, because I had assumed it was universal suffrage.  A timeline of the development of voting would be interesting (though it should probably be a separate article), but it needs to be clear at which stages the right was granted to which people (based on sex, race, age, criminal history, political status, etc).  19:26 Oct 21, 2002 (UTC)  `",0.0,0.0018450184501845018
33,"  :::I don't know where you got the idea that Mt. Airy's in 4 counties. It's only in two. Were you the one, Tokerboy, who added two counties to the two I'd listed when I put it into the Frederick County article?  BRG 10/22",0.0,0.013513513513513514
34,`    Thanks for fixing the spelling error in ``propaganda``.  I can't believe I did that.  `,0.0,0.0
35,"  Ezra, you have got to be kidding with this page. You are taking one of many interpretations of Judaism and giving it sole legitimacy, often with simple rhetorical claims. Even within Orthodox circles many of the views you express are controversial at best (and often considered shtus). Please fix it up or I will do it myself, and I do know my stuff. ",0.0,0.0028328611898017
36,"`  ::::: There's nothing particularly objectionable about this to me - however, how ``rough`` is the equivalence?  It seems to me that even on a Septuagint-centric view of the Old Testament, it matters that one believes the Septuagint is the Old Testament of Christianity when there is a difference on some point (and only then IMO).  In those cases, it can be pointed out as emphatically as one would like, that ``the Old Testament of Jesus and of the Apostles, was the Greek Septuagint; and the reason that matters in this case is because the Septuagint was translated to say yada-yada, whereas the Hebrew version is more ambiguous.``   `",0.0,0.003125
37,"`  ::: Pointing out which word is used less than others seems unnecessary. It's not a competition. Each should be a stand alone article, each should be linked to and from the ``discrediting tactic`` article, and each should have basically the exact same wording (if they exist at all).   :::Besides, it would be hard to prove which one is used less. People that hate Bush will hear ``Bushism`` more, people that hate Gore will hear ``goreism`` more. If we surveyed the Wikipedia family, I think we'd hear from our fair share of both groups. -jazz77`",0.0,0.0036429872495446266
38,  :::Yet more:  Follow the whole thread if you like. mav,0.0,0.017857142857142856
39,"  :Re: your question about Nieuwpoort. You are right that 'Nieuwpoort' could be translated as 'Newport'. However, I have never seen the city translated as such in English. Some Belgian cities are translated in other languages, others not. I suspect Nieuwpoort is not, and therefore needs not to be disambiguated (but I'm not 100% sure).  19:14 Dec 4, 2002 (UTC)",0.0,0.008310249307479225
40,"  Hi Alex  Just thought I ought to mention that not ALL self-links are unwanted - you removed one in List of musical topics that was wanted and its presence was requested on the Talk page. I think there are a few in maths topics which make this clear - something to do with keeping an eye on updates? It's not clear to me how this whole issue works (in fact I thought I'd raise it in the village pump) some time, but thought I should mention it to you anway. Regards  11:33 Dec 26, 2002 (UTC)",0.0,0.0040650406504065045
41,"   Early Imperial, Mid-Imperial and Late Imperial China periodization is a way of periodization but not the only way. Supporters of Chinese Marxist interpretations might not agree with that. It's better to put under Periodization of Chinese_historiography so the History of China article will be as NPOV as possible. kt2",0.0,0.003125
42,"    The references to the Congolese economy seem to be throwing you off. This should not be so. As I’ve said earlier, referring to Belgian atrocities in the Congo Free State without referring to surplus value, labor as a commodity and mass-production is like detailing the Holocaust without discussing anti-Semitism.",0.0,0.0031645569620253164
43,"`   I cut the following paragraph, which misleads people about biology: :A few points are worth clarifying about ``nature`` and ``nurture``. First, ``nature`` does not reduce to anything as simple as ``present at birth``. Height is thought to depend very extensively on genetics, for example, but one is not born adult-sized; one must slowly grow up.  The problem is clear in the example: height certainly does manifest itself over time as one ages.  But insofar as height has a ``natural`` component, it is' present at birth in the genome.  It is just that whatever genes code for height do not manifest themselves immediately.  But they are there at birth.  The real problem with using height as an example of something that is ``nature`` but not immediately manifest at birth is that height is of course determined by ``nature`` and'' ``nurture,`` or, if you prefer, genes and environment.  this is the whole point of Boas's important studies on height; height is clearly highly heritable, but children of immigrants to the US had much higher average adult heights than their parents, presumably because of better nutrition in the US.  I believe nature is best understood as things that are indeed innate (present at birth) as long as we recognize that things that are present at birth genetically may manifest themselves over time.  How else are we to distinguish a physical feature like height (that heritable part of it) from physical features like scars  which appear later in life and do mark the body noticably, but which are clearly not ``natural?`` `",0.0,0.0006406149903907751
44,"  Dear Mav: Thanks, bro! God bless you!  Sincerely yours, *",0.0,0.01694915254237288
45,On Google Vereenigde Oost-Indische Compagnie gets more hits than Vereenigde Oostindische Compagnie which is correct?,0.0,0.04310344827586207
46,"`  That's true. I removed similar passages, which seem to me quite useless, from several other pages at around the same time. Some of those pages had formulaic intro texts that was was definitely biased: ``Please note that these people have been selected for this list because their notoriety was in some way due or connected to their Rastafarianism.`` I simply assumed this page did too. I still think what I deleted should go. Do you think it should stay?  `",0.0,0.0
47,"`  :Yes, thanks! I have implemented something similar on the test wiki just yet (instead of the ``enhanced recent changes``). Looks good, but the roll/unroll button doesn't work, partly because of bad Mozilla rendering (see ), partly because of my lousy JavaScript ;-) :If you know how to fix it, go ahead!  20:12 Jan 16, 2003 (UTC)`",0.0,0.0
48,"`This page is ridiculous.  The author throws in the words ``or other object``, and that should be most of the article.  Aircraft should perhaps be mentioned at most in a footnote if at all.    Mike Hardy`",0.0,0.0
49,"```2000's: The Jewish blood-libel myth continues to circulate among many Muslim countries.`` - this is the only stuff relevant to present day, though there's lots of historical blood libel content which makes it a good source on the history`",0.0,0.0
50,MarcusAurelius]]   Why exactly was this user banned? ,0.0,0.018867924528301886
51,"There is no such thing as Christian religiocentrism. Come off it. Please stop making up words and writing articles on subjects which don't exist. Christians are not even an ethnic group!  If you want to write an article on pro-Christian bias, or pro-Christian theology, or pro-Christian antyhing, then come up with a specific idea, a title based on fact, and start writing content that refers to and relies on scholarship. ",0.0,0.004728132387706856
52,"`  :Click on my ``Annoying Users`` link! I guess Massachusetts is a republic, then?  Defending facts against the lies of determined zealots seems to be a particular sticking-place for Wikipedia (   02:58 Feb 21, 2003 (UTC)`",1.0,0.0
53,"`  ¿Why do some people want to remove all facts about normal anatamy and function of the præpuce from the Encyclopædia?  ¿Why do people divide præpuce, clitoral hood, foreskin, prepuce, and praepuce into seperate articles when all of these words are just synomyms for the same thing?  We need not fear the truth:  ``And ye shall know the truth, and the truth shall make you free..``  (John 8:32)  If anyone wishes to write, this is my email-address:  ``?alabio``    07:28 Feb 25, 2003 (UTC)`",0.0,0.016293279022403257
54,"The link to SGC Belfry Ted Nude-Gent is dead. Could someone update it to something relevant, perhaps an article on the subject? ",0.0,0.0078125
55,"Really, is it WIntel, this is, W(indows) + INTEL ??",0.0,0.0392156862745098
56,`Where's the 24 defendants figure coming from? ``Nuremberg and Vietnam: An American Tragedy`` by Telford Taylor (U.S. Chief Counsel at Nuremberg) mentions 200.  `,0.0,0.006172839506172839
57,"`  Am glad you have asserted we are all equal. That is the fundamental operationial requirement to be an open website where no ``community`` can exist to oblige others to do things their way. Also, I hate to break your heart, but 'no one has done a thing on listing the communes of France for quite some time. I did about 8-12 in the last day or so. Are you or others going to finish? Should I stop? .`",0.0,0.0024875621890547263
58,"Is it Gauss or Gauß? I still don't know, can someone with deep knowledge of German spellings please step in?  ",0.0,0.00909090909090909
59,  I just save an awful lot -). - fonzy,0.0,0.02631578947368421
60,  Iraq is not good  ===  ===  USA is bad   ,1.0,0.0
61,"  Perhaps it was possible to have dual citizenship, or as you said, maybe he switched back and forth multiple times.  But he certainly did serve as directory of Physics Institute at the Kaiser Wilhelm Society for the Advancement of Sciences from 1914 to 1933.  If he had no alligiance to Germany all that time, indeed it would seem odd (perhaps even unethical) to accept such a high ranking position for nearly 20 years, and enjoy all the benefits.  He certainly developed the bulk of his scientific achievements there.   03:58 Apr 5, 2003 (UTC)",0.0,0.001834862385321101
62,"I moved this one off the page:  :A common misconception is that affirmative action is automatically synomous with benefits for minorities. However, majority groups have been afforded affirmative-action advantages, such as for the Fijians in Fiji, and the Malays in Malaysia.  That seems counter to the very definition of affirmative action.  By this criterion, the anti-Jewish laws in early Nazi Germany were affirmative action, as were the Catholic penal laws in England in the 18th century?",0.0,0.0040650406504065045
63,"`  :Excuse me, what ``name`` did I call you? `",0.0,0.0
64,"  ::Hmmmnnn... I'm not entirely sure about that definition in the Webopedia. I haven't got any Computer Science reference material to hand but I've certainly seen, for example, plenty of computer hardware manufacturers advertising XXGb hard drives and meaning Gigabyte. However, I can live with it - I'd better change the abbreviation I use in the DVD article which led me here. 15:54 Apr 8, 2003 (UTC)",0.0,0.007462686567164179
65,"  20:52 Apr 12, 2003 (UTC)",0.0,0.0
66,"  Oh the joy of nutters! Anyway, I see the Rachel Corrie photomontage shrine is back. -(",0.0,0.0
67,"`  ``The WTC Towers were constructed almost entirely from steel coated in asbestos, and the attacks released dense clouds of dust into the air of Manhattan. Death usually follows asbestos inhalation only after fifteen years or more - so is possible that other victims of the attacks may die over the decades to come.`` I remember either the TV or newspaper specifically saying at the time that the WTC towers didn't contain asbestos, which account is incorrect?`",0.0,0.004329004329004329
68,"  Wow! Quite long dispute. I know from specialist that former Iraqi president full name was Saddam Hussein at-Tikriti. (simplifying to western people first name, second name and surname). In mid-70's he resigned from at-Tikriti because many people used this name to help their careers (they called themselves at-Tikriti) and made call him just Saddam Hussein. This specialist (arabist from Poland) told that it is right to call former Iraqi president just Saddam because this is his name, Hussein and at-Tikriti are to help not to confuse him with other Saddam's.  15:54 Apr 21, 2003 (UTC)",0.0,0.008488964346349746
69,"  Hi Mav, could you please look at the Irish Houses of Parliament. I put images to accompany my text on there. I know they are probably too big (I don't yet have the ability to shrink images yet -( ) but cropping them would cut off important bits of the image. Everyone seems very happy with the contents and images, but some browsers and screens may have problems due to their size. I trust you completely, having seen the standard of your work and would welcome any help you could give to make the images more screen-friendly. PS I hope no damage was done with that electrical storm. lol  22:59 May 10, 2003 (UTC)",0.0,0.0032520325203252032
70,"   Thanks for the response. I thought that it would be along the lines of your interests because we often work on similar scopes of articles. I wish that it were because you always contribute to scholarly articles, especially ones with a socio-economic and socio-political dimension lacking in so many others, like Industrial Revolution in its present form. I'd be really happy to see you do a little on accumulation, and I'd be very happy to integrate it with the rest of the text as well. That's exactly what the article needed anyway, namely an analysis of economic processes. ",0.0,0.0034482758620689655
71,"  : You're probably right about the modern Greek dictionary. I would extend the period under consideration to between the second century BC to the second century CE, so as to include usage at the time when the Septuagint was translated. But realistically speaking, it probably makes no difference at all to the usage of parthenos, or if it does matter a hair either way the references we have won't be that specific. ",0.0,0.002398081534772182
72,"  :Given that she's one of the triumvirate of Imperial Governors-General of the Conquered Territories, that shouldn't be hard....  16:49 May 15, 2003 (UTC)",0.0,0.0
73,"  :I like a good mystery! I think I've localized this (Lavia -> Latvia helped), and cleaned up a bit of language, though I have as yet no verification that either the estate or the stone exists.   20:00 20 May 2003 (UTC)",0.0,0.004545454545454545
74," Oops. I'd never even noticed the move page link before. No, I'm not an admin. Only been here a month. It seems longer. -) Anyway, I'll bear it in mind next time, but I'll let you decide if it's worth doing what you suggest in this instance.  08:57 21 May 2003 (UTC)",0.0,0.0
75,  :I am not sure what you mean. Are you saying overpopulation is not an issue of housing or transporation?   15:53 21 May 2003 (UTC),0.0,0.007575757575757576
76,"`  :You wrote: ``South Jersey... isn't that anything below Newark?. ...``... Now that's one I haven't heard yet.  My external site has a page devoted to this particular question.  I didn't take the northern extreme as far as Newark, but I did take the southern that way, because on the western of the two bridges that go over the Cape May Canal there is a sign in the dead center of the southbound side which shows a dividing line: the word ``Jersey`` in the middle, the word ``South on the left side and the word ``North`` on the right.  Very cute.  That makes South Jersey about 12 square miles.  00:21 25 May 2003 (UTC)`",0.0,0.0
77,"I think this page should include a reference to the important free Go-playing program GNU Go.  In the absence of Wikipedia pages describing Go++, Many Faces of Go and GNU Go, why not provide external links to pages describing these programs?",0.0,0.0
78,How is one to fix the problem with the Schopenhauer nested link? ,0.0,0.0
79,  ::I just had a phone conversation with Steve Ignorant and asked him if it's true that Pete Wright was ever with Trapeze in 1976 before Crass in 1977. He said 'yes' it's true that Pete Wright worked with Trapeze in 1976.  ,0.0,0.0
80,"Well, it looks like manga for me, has those big eyes ), is black-and-white, takes place in Japan and google (http://directory.google.com/Top/Arts/Comics/Manga/Independent/Online_Manga/) also thinks it's a manga. Taw ",0.0,0.004629629629629629
81,"`  Corrected a couple of things: Social welfare policies most certainly don't ``mostly date to the 1980s``. It's difficult to tie them to any perticular decade.   There is not ``broad bipartisan support`` for the US alliance. There is broad support, yes, but also a long tradition of opposition. And the UK ties go back further and are still, perhaps, deeper. Then there is the trend to see Australia as part of Asia. And so on. This stuff should go back in, but suitably modified to reflect the actual mix of support - a task I don't feel like taking on tonight. Anyone game? `",0.0,0.0017301038062283738
